Item,Support,MIS,Length
['administration'],0.2314868804664723,0.046297376093294464,1.0
['bush'],0.6189504373177842,0.12379008746355685,1.0
['general'],0.48192419825072885,0.09638483965014577,1.0
['house'],0.35422740524781343,0.07084548104956269,1.0
['iraq'],0.24927113702623907,0.049854227405247815,1.0
['john'],0.23323615160349853,0.04664723032069971,1.0
['kerry'],0.46997084548104956,0.09399416909620992,1.0
['news'],0.22798833819241981,0.04559766763848397,1.0
['president'],0.2868804664723032,0.05737609329446064,1.0
['republican'],0.23498542274052478,0.04699708454810496,1.0
['vote'],0.2282798833819242,0.045655976676384845,1.0
['war'],0.378134110787172,0.07562682215743441,1.0
['campaign'],0.27988338192419826,0.055976676384839656,1.0
['democratic'],0.4279883381924198,0.08559766763848398,1.0
['democrats'],0.31137026239067056,0.06227405247813411,1.0
['election'],0.2932944606413994,0.058658892128279884,1.0
['media'],0.2921282798833819,0.058425655976676386,1.0
['poll'],0.36064139941690965,0.07212827988338193,1.0
['polls'],0.25626822157434404,0.05125364431486881,1.0
['primary'],0.2897959183673469,0.05795918367346939,1.0
['race'],0.2239067055393586,0.04478134110787172,1.0
['republicans'],0.30728862973760934,0.06145772594752187,1.0
['senate'],0.2839650145772595,0.0567930029154519,1.0
['elections'],0.23848396501457725,0.047696793002915454,1.0
['time'],0.31807580174927114,0.06361516034985423,1.0
['bushs'],0.2099125364431487,0.04198250728862974,1.0
['people'],0.28833819241982506,0.057667638483965014,1.0
['state'],0.25510204081632654,0.05102040816326531,1.0
['states'],0.21982507288629738,0.04396501457725948,1.0
['political'],0.22857142857142856,0.045714285714285714,1.0
['national'],0.21836734693877552,0.043673469387755105,1.0
"['bushs', 'national']",0.05860058309037901,0.04198250728862974,2.0
"['bushs', 'states']",0.05772594752186589,0.04198250728862974,2.0
"['bushs', 'race']",0.04227405247813411,0.04198250728862974,2.0
"['bushs', 'news']",0.061807580174927115,0.04198250728862974,2.0
"['bushs', 'vote']",0.051895043731778424,0.04198250728862974,2.0
"['bushs', 'political']",0.05510204081632653,0.04198250728862974,2.0
"['bushs', 'administration']",0.08658892128279884,0.04198250728862974,2.0
"['bushs', 'john']",0.0653061224489796,0.04198250728862974,2.0
"['bushs', 'republican']",0.06326530612244897,0.04198250728862974,2.0
"['bushs', 'iraq']",0.09212827988338193,0.04198250728862974,2.0
"['bushs', 'state']",0.055685131195335275,0.04198250728862974,2.0
"['bushs', 'polls']",0.053644314868804666,0.04198250728862974,2.0
"['bushs', 'campaign']",0.07755102040816327,0.04198250728862974,2.0
"['bushs', 'senate']",0.05102040816326531,0.04198250728862974,2.0
"['bushs', 'president']",0.11282798833819242,0.04198250728862974,2.0
"['bushs', 'people']",0.07755102040816327,0.04198250728862974,2.0
"['bushs', 'media']",0.06268221574344024,0.04198250728862974,2.0
"['bushs', 'election']",0.0717201166180758,0.04198250728862974,2.0
"['bushs', 'republicans']",0.0728862973760933,0.04198250728862974,2.0
"['bushs', 'democrats']",0.06909620991253644,0.04198250728862974,2.0
"['bushs', 'time']",0.08104956268221575,0.04198250728862974,2.0
"['bushs', 'house']",0.08134110787172012,0.04198250728862974,2.0
"['bushs', 'poll']",0.0760932944606414,0.04198250728862974,2.0
"['bushs', 'war']",0.10991253644314869,0.04198250728862974,2.0
"['bushs', 'democratic']",0.07959183673469387,0.04198250728862974,2.0
"['bushs', 'kerry']",0.11545189504373178,0.04198250728862974,2.0
"['bushs', 'general']",0.1227405247813411,0.04198250728862974,2.0
"['bushs', 'bush']",0.178134110787172,0.04198250728862974,2.0
"['national', 'states']",0.0717201166180758,0.043673469387755105,2.0
"['national', 'race']",0.05889212827988338,0.043673469387755105,2.0
"['national', 'news']",0.05918367346938776,0.043673469387755105,2.0
"['national', 'vote']",0.053061224489795916,0.043673469387755105,2.0
"['national', 'political']",0.06851311953352769,0.043673469387755105,2.0
"['national', 'administration']",0.07026239067055394,0.043673469387755105,2.0
"['national', 'john']",0.06705539358600583,0.043673469387755105,2.0
"['national', 'republican']",0.07638483965014577,0.043673469387755105,2.0
"['national', 'elections']",0.056268221574344024,0.043673469387755105,2.0
"['national', 'iraq']",0.06151603498542274,0.043673469387755105,2.0
"['national', 'state']",0.07813411078717201,0.043673469387755105,2.0
"['national', 'polls']",0.06909620991253644,0.043673469387755105,2.0
"['national', 'campaign']",0.080466472303207,0.043673469387755105,2.0
"['national', 'senate']",0.06938775510204082,0.043673469387755105,2.0
"['national', 'president']",0.0892128279883382,0.043673469387755105,2.0
"['national', 'people']",0.07434402332361516,0.043673469387755105,2.0
"['national', 'primary']",0.06355685131195335,0.043673469387755105,2.0
"['national', 'media']",0.07026239067055394,0.043673469387755105,2.0
"['national', 'election']",0.07900874635568512,0.043673469387755105,2.0
"['national', 'republicans']",0.07638483965014577,0.043673469387755105,2.0
"['national', 'democrats']",0.08542274052478134,0.043673469387755105,2.0
"['national', 'time']",0.08542274052478134,0.043673469387755105,2.0
"['national', 'house']",0.08892128279883382,0.043673469387755105,2.0
"['national', 'poll']",0.09037900874635568,0.043673469387755105,2.0
"['national', 'war']",0.09154518950437318,0.043673469387755105,2.0
"['national', 'democratic']",0.11807580174927114,0.043673469387755105,2.0
"['national', 'kerry']",0.1043731778425656,0.043673469387755105,2.0
"['national', 'general']",0.11895043731778426,0.043673469387755105,2.0
"['national', 'bush']",0.15189504373177842,0.043673469387755105,2.0
